,Date,Open,High,Low,Close,Volume,Adj Close
70,20160504,100100.00,100700.00,99700.00,100000.00,131415,0
71,20160503,99600.00,100700.00,99600.00,99800.00,107666,0
72,20160502,99500.00,100300.00,99400.00,99600.00,128941,0
73,20160429,100000.00,100500.00,99500.00,100500.00,142995,0
74,20160428,103500.00,103500.00,100400.00,100500.00,242486,0
75,20160427,102500.00,103000.00,101300.00,102400.00,164368,0
76,20160426,105600.00,105700.00,101600.00,101600.00,342919,0
77,20160425,100400.00,104300.00,100000.00,104300.00,391816,0
78,20160422,101500.00,101500.00,99500.00,99600.00,264650,0
79,20160421,103500.00,103700.00,101200.00,101500.00,195114,0
80,20160420,102000.00,103800.00,102000.00,103100.00,250763,0
81,20160419,102100.00,102600.00,101600.00,102500.00,218741,0
82,20160418,101400.00,102500.00,100600.00,102200.00,257975,0
83,20160415,101100.00,101900.00,100400.00,101200.00,177840,0
84,20160414,102800.00,102800.00,100300.00,100300.00,359992,0
85,20160412,99100.00,101900.00,99100.00,100400.00,457746,0
86,20160411,99500.00,99800.00,97600.00,97800.00,198278,0
87,20160408,97500.00,98800.00,96800.00,98800.00,206772,0
88,20160407,97000.00,98700.00,97000.00,98400.00,222530,0
89,20160406,96800.00,97500.00,96000.00,96800.00,316951,0
90,20160405,99300.00,99600.00,96500.00,96500.00,482572,0
91,20160404,99300.00,100400.00,98000.00,99300.00,475130,0
92,20160401,99600.00,103500.00,99500.00,101800.00,365350,0
93,20160331,100400.00,100500.00,98500.00,99200.00,533181,0
94,20160330,100400.00,101800.00,99900.00,100100.00,346238,0
95,20160329,100800.00,101900.00,99900.00,100400.00,313697,0
96,20160328,101700.00,102800.00,100300.00,100800.00,381454,0
97,20160325,106500.00,107000.00,102000.00,102700.00,451056,0
98,20160324,106600.00,107600.00,106300.00,107000.00,139277,0
99,20160323,108500.00,110000.00,106600.00,106600.00,336142,0
100,20160322,108300.00,109600.00,106500.00,109500.00,379646,0
101,20160321,112200.00,112200.00,107700.00,109700.00,379797,0
102,20160318,113100.00,113400.00,111500.00,112200.00,197854,0
103,20160317,111300.00,112500.00,110800.00,112300.00,282521,0
104,20160316,111400.00,112500.00,108700.00,109600.00,386759,0
105,20160315,112600.00,113000.00,110400.00,111400.00,309837,0
106,20160314,112000.00,113300.00,111700.00,112600.00,340349,0
107,20160311,110000.00,111900.00,108800.00,111200.00,377898,0
108,20160310,107500.00,111900.00,107400.00,110100.00,614055,0
109,20160309,106000.00,108500.00,105100.00,107800.00,337071,0
110,20160308,106600.00,107200.00,104500.00,106200.00,340737,0
111,20160307,104100.00,107000.00,104100.00,105900.00,561514,0
112,20160304,102400.00,104600.00,101300.00,103800.00,559564,0
113,20160303,97400.00,101900.00,96300.00,101500.00,629124,0
114,20160302,95800.00,97600.00,95100.00,97400.00,412312,0
115,20160229,95100.00,95500.00,94000.00,94900.00,210210,0
116,20160226,94600.00,95300.00,94000.00,94100.00,174776,0
117,20160225,95900.00,96800.00,93400.00,94500.00,290620,0
118,20160224,96000.00,96100.00,94200.00,95000.00,349137,0
119,20160223,93000.00,97500.00,92900.00,96400.00,721930,0
120,20160222,93000.00,93400.00,91500.00,92400.00,283713,0
121,20160219,91500.00,93400.00,91500.00,92600.00,298327,0
122,20160218,94300.00,94600.00,92300.00,92400.00,362457,0
123,20160217,93600.00,95100.00,92100.00,92100.00,379308,0
124,20160216,93600.00,95400.00,92800.00,94300.00,381470,0
125,20160215,93100.00,95000.00,90600.00,92300.00,700506,0
126,20160212,99000.00,100400.00,92700.00,92800.00,978903,0
127,20160211,104500.00,104900.00,100700.00,100700.00,730354,0
128,20160205,108200.00,112100.00,107300.00,108900.00,370699,0
129,20160204,109200.00,109900.00,108700.00,109300.00,143398,0
130,20160203,107900.00,109700.00,107900.00,109200.00,217175,0
131,20160202,110000.00,110400.00,108700.00,108700.00,223356,0
132,20160201,110100.00,110800.00,109100.00,109800.00,191310,0
133,20160129,110000.00,110600.00,108700.00,109300.00,245878,0
134,20160128,109700.00,109900.00,107700.00,109500.00,245084,0
135,20160127,113000.00,113400.00,108600.00,109200.00,530217,0
136,20160126,113000.00,113500.00,111700.00,112400.00,151944,0
137,20160125,113000.00,114100.00,112100.00,113100.00,201511,0
138,20160122,111100.00,113800.00,111000.00,112800.00,241422,0
139,20160121,111600.00,112000.00,110500.00,111000.00,320425,0
140,20160120,114300.00,114300.00,111600.00,112100.00,289031,0
141,20160119,115900.00,116000.00,111300.00,114100.00,559705,0
142,20160118,117200.00,118000.00,115200.00,116200.00,410274,0
143,20160115,120000.00,120200.00,118000.00,118700.00,254768,0
144,20160114,118600.00,119400.00,117700.00,118900.00,282660,0
145,20160113,117600.00,120500.00,117500.00,119800.00,562660,0
146,20160112,116000.00,118800.00,115500.00,116400.00,378713,0
147,20160111,114800.00,120400.00,114100.00,114700.00,544757,0
148,20160108,115300.00,115900.00,113700.00,115200.00,397506,0
149,20160107,118400.00,120500.00,116600.00,117300.00,337981,0
150,20160106,118000.00,121100.00,117300.00,119100.00,537328,0
151,20160105,114100.00,117500.00,113800.00,117100.00,316111,0
152,20160104,117500.00,117500.00,115300.00,115300.00,294480,0
153,20151230,113900.00,117200.00,113800.00,115800.00,363106,0
154,20151229,111500.00,113900.00,111500.00,113400.00,281793,0
155,20151228,112100.00,112400.00,110600.00,110600.00,320916,0
156,20151224,111500.00,111900.00,110600.00,110600.00,190829,0
157,20151223,112000.00,112200.00,110900.00,111000.00,163508,0
158,20151222,112000.00,112100.00,111000.00,111400.00,199003,0
159,20151221,112200.00,112400.00,111100.00,112200.00,114026,0
160,20151218,110800.00,112300.00,109700.00,112100.00,132800,0
161,20151217,113500.00,113500.00,111200.00,111400.00,135782,0
162,20151216,109700.00,112300.00,109700.00,111200.00,188420,0
163,20151215,108000.00,109400.00,107900.00,108300.00,274436,0
164,20151214,110200.00,111700.00,108000.00,108000.00,342216,0
165,20151211,113000.00,114300.00,112600.00,112700.00,188331,0
166,20151210,115600.00,115800.00,112800.00,112800.00,320972,0
167,20151209,117600.00,118000.00,116100.00,116100.00,167090,0
168,20151208,118900.00,119400.00,116800.00,117100.00,246451,0
169,20151207,119000.00,120300.00,118700.00,118700.00,268959,0
170,20151204,119300.00,121300.00,118300.00,118300.00,287264,0
171,20151203,116300.00,121100.00,116300.00,120800.00,508164,0
172,20151202,121400.00,123600.00,119800.00,119800.00,589580,0
173,20151201,120800.00,121700.00,118300.00,119400.00,619175,0
174,20151130,126500.00,131000.00,119400.00,120600.00,2913412,0
175,20151127,113200.00,117500.00,112900.00,116100.00,543740,0
176,20151126,112300.00,113200.00,112000.00,112300.00,189750,0
177,20151125,113400.00,113600.00,111900.00,112100.00,239312,0
178,20151124,113700.00,113900.00,112000.00,112800.00,328683,0
179,20151123,115700.00,116000.00,113800.00,114100.00,234781,0
180,20151120,115000.00,116800.00,114700.00,115500.00,179757,0
181,20151119,114700.00,115900.00,113500.00,115300.00,181993,0
182,20151118,114500.00,116100.00,113700.00,114600.00,220474,0
183,20151117,116600.00,116800.00,114400.00,114800.00,233495,0
184,20151116,117500.00,118900.00,115100.00,115100.00,323855,0
185,20151113,117500.00,119900.00,117100.00,119400.00,364203,0
186,20151112,114100.00,120000.00,114100.00,119000.00,837688,0
187,20151111,111400.00,113400.00,111400.00,111500.00,182240,0
188,20151110,113400.00,114000.00,110900.00,111700.00,355543,0
189,20151109,119800.00,120000.00,114500.00,115000.00,319328,0
190,20151106,119200.00,120000.00,118000.00,119000.00,303299,0
191,20151105,115900.00,120900.00,115800.00,120300.00,941381,0
192,20151104,111500.00,114800.00,111400.00,114800.00,303288,0
193,20151103,111500.00,112600.00,110100.00,111200.00,246305,0
194,20151102,112900.00,113400.00,110500.00,111300.00,281040,0
195,20151030,114600.00,115500.00,113500.00,113600.00,147612,0
196,20151029,115400.00,116600.00,114000.00,114700.00,218827,0
197,20151028,113900.00,115200.00,113000.00,114900.00,322149,0
198,20151027,113500.00,114100.00,112400.00,113200.00,222580,0
199,20151026,114700.00,115500.00,113100.00,114000.00,192165,0
200,20151023,113000.00,114400.00,112600.00,114400.00,229780,0
201,20151022,115100.00,115100.00,112000.00,112200.00,423639,0
202,20151021,116100.00,117300.00,115100.00,115400.00,259826,0
203,20151020,114300.00,117900.00,114300.00,116000.00,343032,0
204,20151019,115100.00,116200.00,111800.00,115400.00,514758,0
205,20151016,115900.00,116900.00,114600.00,115100.00,458908,0
206,20151015,120900.00,121100.00,115500.00,116000.00,1195246,0
207,20151014,120900.00,122200.00,120400.00,121900.00,251208,0
208,20151013,121800.00,123400.00,121100.00,121100.00,339564,0
209,20151012,123400.00,124300.00,122100.00,122200.00,359891,0
210,20151008,125500.00,127200.00,122900.00,123300.00,439271,0
211,20151007,125800.00,127000.00,124500.00,125900.00,343763,0
212,20151006,130200.00,131200.00,127000.00,127200.00,342998,0
213,20151005,130500.00,130900.00,128500.00,129800.00,323264,0
214,20151002,130000.00,131400.00,128200.00,130000.00,560473,0
215,20151001,127700.00,133400.00,125500.00,127400.00,1147870,0
216,20150930,123300.00,127200.00,123000.00,125900.00,498512,0
217,20150925,122000.00,123400.00,122000.00,123000.00,160590,0
218,20150924,124400.00,124500.00,122700.00,122900.00,172121,0
219,20150923,123500.00,125400.00,123300.00,123400.00,224614,0
220,20150922,125000.00,125200.00,123800.00,124200.00,172063,0
221,20150921,124100.00,125000.00,122700.00,124700.00,221082,0
222,20150918,125700.00,127900.00,124700.00,125500.00,380184,0
223,20150917,127200.00,127400.00,124300.00,125100.00,300658,0
224,20150916,124600.00,126200.00,124000.00,126200.00,345783,0
225,20150915,122500.00,123500.00,121800.00,122700.00,201657,0
226,20150914,125000.00,126600.00,120700.00,122000.00,406520,0
227,20150911,125800.00,125900.00,124200.00,124200.00,288366,0
228,20150910,124800.00,126000.00,123900.00,125000.00,239967,0
229,20150909,125000.00,127300.00,124500.00,126900.00,291462,0
230,20150908,124400.00,125400.00,121500.00,122600.00,313968,0
231,20150907,125400.00,126800.00,124000.00,124000.00,247070,0
232,20150904,129600.00,131300.00,124700.00,124700.00,397235,0
233,20150903,130300.00,133300.00,129000.00,129400.00,379537,0
234,20150902,127600.00,129500.00,126300.00,128100.00,530253,0
235,20150901,134000.00,136000.00,130500.00,130500.00,381638,0
236,20150831,134700.00,135200.00,132000.00,134900.00,570133,0
237,20150828,129600.00,134900.00,129600.00,134700.00,666555,0
238,20150827,130600.00,130700.00,127300.00,127700.00,377177,0
239,20150826,128800.00,130200.00,127200.00,129100.00,461626,0
240,20150825,126100.00,130900.00,124100.00,128300.00,611123,0
241,20150824,124000.00,126200.00,122000.00,124000.00,535660,0
242,20150821,120000.00,125100.00,119800.00,124000.00,729138,0
243,20150820,125700.00,128800.00,124500.00,125200.00,473285,0
244,20150819,129300.00,130500.00,124400.00,126400.00,933134,0
245,20150818,137300.00,138200.00,131200.00,131300.00,766421,0
246,20150817,142200.00,142500.00,137100.00,137100.00,720485,0
247,20150813,130000.00,142900.00,128200.00,140100.00,2264717,0
248,20150812,134600.00,138500.00,131500.00,134900.00,1184712,0
249,20150811,137000.00,139700.00,133100.00,133500.00,1057332,0
250,20150810,133400.00,136800.00,131100.00,135800.00,773732,0
251,20150807,129000.00,133400.00,128700.00,132200.00,710898,0
252,20150806,133800.00,135400.00,128000.00,128000.00,946323,0
253,20150805,124700.00,127300.00,123500.00,126900.00,300880,0
254,20150804,122200.00,126000.00,121200.00,124700.00,476000,0
255,20150803,120300.00,124100.00,120300.00,121000.00,444403,0
256,20150731,129000.00,129100.00,120100.00,120900.00,861631,0
257,20150730,131000.00,131300.00,123100.00,129400.00,635061,0
258,20150729,129900.00,131600.00,128900.00,129300.00,428922,0
259,20150728,124900.00,129900.00,124400.00,129300.00,575261,0
260,20150727,126200.00,128800.00,122500.00,126200.00,615775,0
261,20150724,128900.00,130700.00,126500.00,127700.00,612976,0
262,20150723,131500.00,132700.00,129600.00,130000.00,478248,0
263,20150722,131000.00,133800.00,129800.00,131900.00,510558,0
264,20150721,135200.00,135300.00,130700.00,131200.00,759853,0
265,20150720,140400.00,141600.00,135700.00,135800.00,756005,0
266,20150717,140500.00,141300.00,136500.00,139500.00,1180232,0
267,20150716,130500.00,138800.00,128300.00,138100.00,1046404,0
268,20150715,133500.00,134700.00,129800.00,130200.00,708197,0
269,20150714,136100.00,136400.00,132100.00,132600.00,528733,0
270,20150713,130500.00,134800.00,134800.00,134800.00,704363,0
271,20150710,131500.00,135200.00,128500.00,130500.00,930683,0
272,20150709,136200.00,137400.00,127500.00,131300.00,2029954,0
273,20150708,141200.00,141900.00,137000.00,138100.00,818768,0
274,20150707,142000.00,143400.00,133000.00,138400.00,1387672,0
275,20150706,137500.00,145200.00,137100.00,138000.00,1322905,0
276,20150703,138700.00,139700.00,134600.00,139200.00,1023011,0
277,20150702,139000.00,141500.00,135900.00,138300.00,1543496,0
278,20150701,128300.00,139600.00,128100.00,136600.00,2907485,0
279,20150630,128000.00,128700.00,122500.00,126200.00,1044813,0
280,20150629,121400.00,128500.00,121400.00,126000.00,1519508,0
281,20150626,120500.00,126200.00,119000.00,123500.00,1897338,0
282,20150625,118000.00,120400.00,117100.00,119800.00,1785429,0
283,20150624,107300.00,115500.00,107300.00,114300.00,1161391,0
284,20150623,108500.00,108500.00,106600.00,107000.00,236314,0
285,20150622,108200.00,109400.00,106100.00,106600.00,244186,0
286,20150619,108200.00,109300.00,106500.00,107800.00,343313,0
287,20150618,107000.00,107100.00,104400.00,105000.00,378590,0
288,20150617,101200.00,106800.00,100800.00,106400.00,718371,0
289,20150616,105000.00,109600.00,99800.00,101700.00,1303772,0
290,20150615,109200.00,110500.00,105000.00,105600.00,627813,0
291,20150612,113800.00,114700.00,109800.00,110800.00,659664,0
292,20150611,117700.00,118500.00,114500.00,114500.00,459077,0
293,20150610,118300.00,119600.00,115100.00,116000.00,633194,0
294,20150609,115600.00,118600.00,115400.00,117000.00,784246,0
295,20150608,111600.00,115400.00,110700.00,114200.00,429608,0
296,20150605,112000.00,114100.00,110600.00,110700.00,374914,0
297,20150604,112000.00,114400.00,112000.00,113900.00,316359,0
298,20150603,111600.00,115100.00,111200.00,111800.00,456877,0
299,20150602,115200.00,116000.00,111600.00,111600.00,602759,0
300,20150601,119300.00,120200.00,115100.00,116300.00,715491,0
301,20150529,108300.00,120800.00,106800.00,117300.00,2384586,0
302,20150528,109700.00,110400.00,107100.00,107100.00,351809,0
303,20150527,113600.00,113600.00,107900.00,108400.00,497844,0
304,20150526,114800.00,115700.00,113400.00,113600.00,437624,0
305,20150522,116100.00,116500.00,113000.00,113000.00,442622,0
306,20150521,117700.00,117800.00,114300.00,115900.00,662244,0
307,20150520,114500.00,116800.00,112600.00,116400.00,1256638,0
308,20150519,107800.00,112600.00,107100.00,111500.00,1085147,0
309,20150518,105500.00,107600.00,103900.00,107000.00,457616,0
310,20150515,105500.00,107000.00,103500.00,104900.00,488807,0
311,20150514,100300.00,108600.00,99900.00,105900.00,1354161,0
312,20150513,100100.00,102500.00,99500.00,100400.00,391307,0
313,20150512,104100.00,104300.00,101000.00,101100.00,386443,0
314,20150511,104700.00,105200.00,103100.00,104300.00,257685,0
315,20150508,104600.00,106900.00,104200.00,104200.00,352378,0
316,20150507,101800.00,104900.00,99000.00,104600.00,639156,0
317,20150506,104700.00,104900.00,101700.00,101700.00,691061,0
318,20150504,108000.00,110500.00,106100.00,106100.00,433542,0
319,20150430,107600.00,110800.00,107300.00,107900.00,427921,0
320,20150429,108800.00,109500.00,107000.00,107100.00,422135,0
321,20150428,110600.00,111600.00,109000.00,109200.00,358832,0
322,20150427,111500.00,112300.00,110300.00,110600.00,269299,0
323,20150424,113500.00,114000.00,110000.00,110700.00,600646,0
324,20150423,115400.00,116800.00,113500.00,113500.00,526298,0
325,20150422,113800.00,118000.00,113400.00,115700.00,872886,0
326,20150421,117000.00,117600.00,113700.00,113900.00,497130,0
327,20150420,113500.00,116800.00,113400.00,116000.00,562307,0
328,20150417,117900.00,119400.00,114100.00,114500.00,1407555,0
329,20150416,112800.00,115200.00,110800.00,114000.00,838514,0
330,20150415,114800.00,115400.00,111800.00,111800.00,763637,0
331,20150414,107300.00,115500.00,107300.00,113900.00,1824833,0
332,20150413,107900.00,109800.00,106300.00,107100.00,516054,0
333,20150410,110400.00,112000.00,108000.00,108000.00,607000,0
334,20150409,106800.00,113800.00,105800.00,110300.00,1367698,0
335,20150408,107800.00,108500.00,106800.00,107100.00,422250,0
336,20150407,108100.00,110200.00,107000.00,107200.00,484718,0
337,20150406,107700.00,109200.00,105800.00,107400.00,792306,0
338,20150403,109400.00,112200.00,109100.00,109600.00,397194,0
339,20150402,113600.00,114100.00,109100.00,109300.00,966023,0
340,20150401,114400.00,115100.00,113600.00,114000.00,315455,0
341,20150331,117000.00,117300.00,113600.00,115400.00,449883,0
342,20150330,114500.00,116800.00,113400.00,115400.00,453913,0
343,20150327,112700.00,113900.00,111700.00,113300.00,288635,0
344,20150326,112900.00,116900.00,112100.00,112500.00,833635,0
345,20150325,115500.00,116700.00,112600.00,113500.00,696957,0
346,20150324,121000.00,121000.00,115500.00,115500.00,939353,0
347,20150323,123200.00,124900.00,120400.00,120700.00,1238283,0
348,20150320,114300.00,121000.00,113600.00,121000.00,1829603,0
349,20150319,112700.00,114300.00,106700.00,113600.00,2059663,0
350,20150318,117600.00,120300.00,112100.00,112500.00,1445342,0
351,20150317,119000.00,121000.00,117800.00,118600.00,592522,0
352,20150316,120900.00,121900.00,117500.00,119000.00,839267,0
353,20150313,122400.00,124300.00,120300.00,120400.00,574159,0
354,20150312,121200.00,124800.00,121200.00,123500.00,337219,0
355,20150311,123100.00,125200.00,121000.00,121200.00,631032,0
356,20150310,130300.00,130700.00,124600.00,125200.00,491045,0
357,20150309,132000.00,132500.00,128600.00,128800.00,346312,0
358,20150306,132000.00,133400.00,129700.00,130900.00,360292,0
359,20150305,132800.00,134800.00,131400.00,132000.00,335879,0
360,20150304,129200.00,135400.00,128600.00,132800.00,660109,0
361,20150303,128900.00,130400.00,128400.00,129500.00,276533,0
362,20150302,133300.00,134000.00,128100.00,128200.00,597320,0
363,20150227,131500.00,133100.00,131100.00,133100.00,409598,0
364,20150226,135400.00,136100.00,130200.00,130800.00,646358,0
365,20150225,136900.00,138600.00,134900.00,134900.00,345034,0
366,20150224,135100.00,138800.00,133000.00,135700.00,417761,0
367,20150223,139300.00,140300.00,135200.00,135600.00,453545,0
368,20150217,137900.00,141400.00,137800.00,139300.00,266832,0
369,20150216,140000.00,141600.00,138600.00,139800.00,289061,0
370,20150213,145600.00,145600.00,140800.00,141200.00,551216,0
371,20150212,150900.00,152300.00,142100.00,145200.00,883604,0
372,20150211,140500.00,148900.00,140500.00,147600.00,568583,0
373,20150210,137300.00,144900.00,134500.00,140500.00,930106,0
374,20150209,145000.00,146900.00,138100.00,139400.00,679801,0
375,20150206,150500.00,151200.00,144900.00,145700.00,433561,0
376,20150205,150600.00,152400.00,149100.00,149800.00,265778,0
377,20150204,149100.00,151400.00,148300.00,149600.00,305596,0
378,20150203,148100.00,150600.00,145200.00,150000.00,502846,0
379,20150202,152100.00,152500.00,148000.00,148900.00,445220,0
380,20150130,157000.00,159500.00,152100.00,152700.00,489503,0
381,20150129,157700.00,157900.00,154300.00,156400.00,364480,0
382,20150128,154500.00,157600.00,153100.00,157400.00,511317,0
383,20150127,157500.00,157500.00,151200.00,153100.00,703986,0
384,20150126,157500.00,160000.00,156300.00,157200.00,621651,0
385,20150123,149200.00,155900.00,146800.00,155800.00,736445,0
386,20150122,153000.00,156000.00,146100.00,147500.00,695433,0
387,20150121,153700.00,154800.00,152100.00,153000.00,295055,0
388,20150120,153200.00,155600.00,150900.00,154200.00,469282,0
389,20150119,157600.00,157700.00,152000.00,152200.00,492102,0
390,20150116,154800.00,156900.00,150700.00,153500.00,816021,0
391,20150115,145500.00,154500.00,144600.00,154400.00,1206477,0
392,20150114,142500.00,145500.00,140600.00,144400.00,463521,0
393,20150113,145400.00,147300.00,141700.00,142600.00,597325,0
394,20150112,148000.00,148600.00,141400.00,145400.00,989293,0
395,20150109,149200.00,150100.00,147100.00,149500.00,646405,0
396,20150108,149900.00,151500.00,146500.00,147300.00,726876,0
397,20150107,144000.00,149300.00,142800.00,148200.00,843710,0
398,20150106,144300.00,149300.00,142500.00,145300.00,1024681,0
399,20150105,140500.00,145800.00,139600.00,144500.00,1358950,0
400,20150102,124400.00,138700.00,124300.00,137200.00,1151086,0
401,20141230,124400.00,124400.00,122100.00,123600.00,201176,0
402,20141229,123200.00,124700.00,122300.00,123100.00,271007,0
403,20141226,123200.00,124100.00,121600.00,122000.00,296452,0
404,20141224,125200.00,126300.00,123100.00,123300.00,356924,0
405,20141223,130000.00,130500.00,125100.00,125200.00,399145,0
406,20141222,131000.00,132400.00,128500.00,129800.00,411412,0
407,20141219,125500.00,130700.00,124800.00,130300.00,535003,0
408,20141218,125800.00,126700.00,120500.00,124200.00,487894,0
409,20141217,128400.00,130000.00,125000.00,126100.00,353168,0
410,20141216,126700.00,131200.00,126200.00,127800.00,498334,0
411,20141215,119900.00,128700.00,119800.00,126900.00,508954,0
412,20141212,124700.00,125600.00,119600.00,120800.00,658615,0
413,20141211,127700.00,129700.00,123500.00,124000.00,650212,0
414,20141210,133500.00,135000.00,128000.00,128000.00,747053,0
415,20141209,134500.00,138000.00,134300.00,134300.00,312582,0
416,20141208,137300.00,138400.00,134800.00,134800.00,390488,0
417,20141205,139100.00,141300.00,136900.00,137800.00,476771,0
418,20141204,140500.00,143600.00,139500.00,139900.00,386207,0
419,20141203,140700.00,143000.00,138700.00,140000.00,304766,0
420,20141202,140100.00,142400.00,137800.00,142100.00,411409,0
421,20141201,145200.00,145300.00,140000.00,140900.00,434942,0
422,20141128,143000.00,148500.00,143000.00,146700.00,488331,0
423,20141127,147300.00,148900.00,143200.00,143800.00,349671,0
424,20141126,149800.00,150500.00,147400.00,147400.00,534669,0
425,20141125,143500.00,150300.00,142800.00,150300.00,2751644,0
426,20141124,145000.00,146400.00,139700.00,144400.00,638760,0
427,20141121,142100.00,143200.00,140500.00,142400.00,440256,0
428,20141120,136000.00,142900.00,135000.00,141100.00,774536,0
429,20141119,135000.00,136600.00,133900.00,136500.00,416826,0
430,20141118,136900.00,139000.00,132000.00,134000.00,711220,0
431,20141117,137200.00,140700.00,134800.00,137000.00,405157,0
432,20141114,141500.00,142000.00,137500.00,138900.00,473996,0
433,20141113,142500.00,144100.00,141200.00,142500.00,311254,0
434,20141112,141800.00,145400.00,141300.00,142500.00,607228,0
435,20141111,138900.00,143700.00,138500.00,140000.00,514471,0
436,20141110,135300.00,140000.00,134200.00,139300.00,704296,0
437,20141107,133000.00,135600.00,125100.00,135200.00,1481909,0
438,20141106,139900.00,142400.00,135500.00,136100.00,471535,0
439,20141105,142500.00,144100.00,135500.00,140000.00,718794,0
440,20141104,142100.00,147500.00,141700.00,142500.00,410433,0
441,20141103,145000.00,147800.00,142000.00,142000.00,325223,0
442,20141031,139600.00,146700.00,138000.00,146000.00,694439,0
443,20141030,144400.00,145100.00,139000.00,140000.00,737806,0
444,20141029,149400.00,150200.00,145200.00,145200.00,492894,0
445,20141028,151500.00,151700.00,145400.00,149000.00,752268,0
446,20141027,154900.00,156400.00,151800.00,151800.00,507783,0
447,20141024,155800.00,159000.00,154000.00,155200.00,472365,0
